0.000000000000000000e+00,-2.328743362426757812e+01,-2.415234947204589844e+01,-8.531477928161621094e+00
1.000000000000000000e+00,-1.550472450256347656e+01,-2.931860160827636719e+01,1.137060546875000000e+01
2.000000000000000000e+00,-3.044248580932617188e+01,-1.212237000465393066e+00,-1.939824104309082031e+01
3.000000000000000000e+00,5.503014564514160156e+00,-3.355050277709960938e+01,3.764447402954101562e+01
4.000000000000000000e+00,-4.652084350585937500e+01,-1.184594249725341797e+01,-2.019466781616210938e+01
5.000000000000000000e+00,-5.232669830322265625e+00,4.681766986846923828e+00,-8.594233512878417969e+00
6.000000000000000000e+00,-4.176924133300781250e+01,2.909438848495483398e+00,-2.041999626159667969e+01
7.000000000000000000e+00,-1.737850952148437500e+01,1.634196758270263672e+00,1.613567733764648438e+01
8.000000000000000000e+00,5.316246032714843750e+00,-3.900124359130859375e+01,-3.061960792541503906e+01
9.000000000000000000e+00,-3.588088226318359375e+01,-4.812848567962646484e+00,8.134301185607910156e+00
1.000000000000000000e+01,1.251419544219970703e+01,-3.801153945922851562e+01,-1.403955554962158203e+01
1.100000000000000000e+01,-2.970901727676391602e+00,2.968755245208740234e+00,-3.282567214965820312e+01
1.200000000000000000e+01,5.382866859436035156e+00,-3.076305198669433594e+01,-3.475118160247802734e+00
1.300000000000000000e+01,-1.190217971801757812e+00,-9.979866743087768555e-01,-2.325034713745117188e+01
1.400000000000000000e+01,-4.831368923187255859e+00,-1.284297084808349609e+01,2.118789672851562500e+00
1.500000000000000000e+01,1.363391113281250000e+01,2.988883590698242188e+01,5.739874839782714844e+00
1.600000000000000000e+01,5.536516952514648438e+01,-5.747978687286376953e+00,-7.966479301452636719e+00
1.700000000000000000e+01,4.137324810028076172e+00,3.259748840332031250e+01,-1.653878593444824219e+01
1.800000000000000000e+01,7.018266677856445312e+00,1.790025520324707031e+01,-2.607667446136474609e+00
1.900000000000000000e+01,5.921904563903808594e+00,-1.881363868713378906e+01,-1.153255271911621094e+01
2.000000000000000000e+01,-1.598392963409423828e+01,-1.950117874145507812e+01,-2.810551452636718750e+01
2.100000000000000000e+01,5.266613388061523438e+01,3.656172561645507812e+01,-4.930200576782226562e+01
2.200000000000000000e+01,1.523686695098876953e+01,1.773155450820922852e+00,8.240511268377304077e-02
2.300000000000000000e+01,2.556768798828125000e+01,3.216337585449218750e+01,2.699918746948242188e+01
2.400000000000000000e+01,4.623244285583496094e+00,2.761359214782714844e+01,1.490241146087646484e+01
2.500000000000000000e+01,-2.047365379333496094e+01,1.778593635559082031e+01,1.458554744720458984e+00
2.600000000000000000e+01,-9.481624603271484375e+00,2.245975255966186523e+00,4.203145027160644531e+00
2.700000000000000000e+01,-3.152772712707519531e+01,3.543151092529296875e+01,-1.037229919433593750e+01
2.800000000000000000e+01,-3.764177703857421875e+01,-1.697931671142578125e+01,1.536735725402832031e+01
2.900000000000000000e+01,1.074843215942382812e+02,-1.490836334228515625e+02,3.991994323730468750e+02
3.000000000000000000e+01,3.724573516845703125e+01,6.528908014297485352e-01,-1.517190361022949219e+01
