0.000000000000000000e+00,-5.109523534774780273e-01,1.049444794654846191e+00
1.000000000000000000e+00,4.268670558929443359e+00,2.864014625549316406e+00
2.000000000000000000e+00,6.681591033935546875e+00,-5.917259693145751953e+00
3.000000000000000000e+00,1.852133393287658691e+00,1.405159854888916016e+01
4.000000000000000000e+00,9.170414924621582031e+00,-1.053301334381103516e+01
5.000000000000000000e+00,1.824541568756103516e+00,-1.336541771888732910e+00
6.000000000000000000e+00,7.021478652954101562e+00,-6.866900920867919922e+00
7.000000000000000000e+00,5.125100612640380859e+00,-1.120278537273406982e-01
8.000000000000000000e+00,-1.422187328338623047e+00,-8.684336662292480469e+00
9.000000000000000000e+00,1.959893941879272461e+00,-8.872669219970703125e+00
1.000000000000000000e+01,1.696466803550720215e+00,4.467860221862792969e+00
1.100000000000000000e+01,-1.086362361907958984e+00,-6.790703773498535156e+00
1.200000000000000000e+01,1.275097727775573730e+00,3.288733959197998047e+00
1.300000000000000000e+01,-1.030360221862792969e+00,-5.939461708068847656e+00
1.400000000000000000e+01,-7.106505632400512695e-01,-4.381571114063262939e-01
1.500000000000000000e+01,2.257041215896606445e+00,-4.231959342956542969e+00
1.600000000000000000e+01,-3.401729822158813477e+00,1.241362762451171875e+01
1.700000000000000000e+01,2.642452716827392578e+00,1.988117098808288574e+00
1.800000000000000000e+01,-1.499687910079956055e+00,-1.301346898078918457e+00
1.900000000000000000e+01,-1.909004092216491699e+00,2.568334102630615234e+00
2.000000000000000000e+01,4.704020023345947266e+00,-4.164953231811523438e+00
2.100000000000000000e+01,1.149179577827453613e+00,-6.876451373100280762e-01
2.200000000000000000e+01,-6.736233830451965332e-02,3.472761631011962891e+00
2.300000000000000000e+01,-1.338795661926269531e+01,3.663861513137817383e+00
2.400000000000000000e+01,2.130951404571533203e+00,-3.521456003189086914e+00
2.500000000000000000e+01,1.142568945884704590e+00,-2.938585996627807617e+00
2.600000000000000000e+01,7.993109822273254395e-01,-1.390382647514343262e+00
2.700000000000000000e+01,4.437840461730957031e+00,-2.457793951034545898e+00
2.800000000000000000e+01,1.248775839805603027e+00,-7.308716297149658203e+00
2.900000000000000000e+01,1.019245028495788574e+00,-8.563386201858520508e-01
3.000000000000000000e+01,-2.640344381332397461e+00,7.144630908966064453e+00
3.100000000000000000e+01,7.341482043266296387e-01,4.921990871429443359e+00
3.200000000000000000e+01,1.407049179077148438e+00,-4.907784938812255859e+00
3.300000000000000000e+01,1.023784756660461426e+00,-1.930678367614746094e+00
3.400000000000000000e+01,-5.048411846160888672e+00,-8.047966003417968750e+00
3.500000000000000000e+01,8.031936645507812500e+00,4.168090343475341797e+00
3.600000000000000000e+01,-5.776772499084472656e-01,7.166967391967773438e+00
3.700000000000000000e+01,5.958488941192626953e+00,-7.709384441375732422e+00
3.800000000000000000e+01,2.469572305679321289e+00,-2.175553560256958008e+00
3.900000000000000000e+01,1.015812516212463379e+00,-2.365236759185791016e+00
4.000000000000000000e+01,2.046957969665527344e+00,-2.819831371307373047e+00
4.100000000000000000e+01,3.574960947036743164e+00,-1.522277593612670898e+00
4.200000000000000000e+01,1.619017481803894043e+00,6.084564924240112305e-01
4.300000000000000000e+01,3.644183874130249023e+00,5.585938453674316406e+00
4.400000000000000000e+01,4.419496059417724609e+00,-5.455842018127441406e+00
4.500000000000000000e+01,3.176696062088012695e+00,-2.747928857803344727e+00
4.600000000000000000e+01,3.460385322570800781e+00,-3.863103389739990234e-01
4.700000000000000000e+01,-2.534978628158569336e+00,-4.768422603607177734e+00
4.800000000000000000e+01,4.671330928802490234e+00,-4.143532514572143555e-01
4.900000000000000000e+01,4.340927302837371826e-01,3.888322412967681885e-01
5.000000000000000000e+01,-7.370453476905822754e-01,-1.792003035545349121e+00
5.100000000000000000e+01,3.058976650238037109e+00,3.532962083816528320e+00
5.200000000000000000e+01,7.026386737823486328e+00,5.353260517120361328e+00
5.300000000000000000e+01,-1.581484794616699219e+00,-1.188700962066650391e+01
5.400000000000000000e+01,-5.149618983268737793e-01,-1.086580944061279297e+01
5.500000000000000000e+01,1.270498484373092651e-01,-1.040558815002441406e+01
